path,class
C:\Users\bapti\Desktop\Master Project\Individual_identification\Dataset\Full_data_set\rasp_splited\Indiv_40\25_06_24-IMG_3201_cropped.jpg,Indiv_40
C:\Users\bapti\Desktop\Master Project\Individual_identification\Dataset\Full_data_set\rasp_splited\Indiv_14\25_06_24-IMG_4034_cropped.jpg,Indiv_14
C:\Users\bapti\Desktop\Master Project\Individual_identification\Dataset\Full_data_set\rasp_splited\Indiv_19\15_07_24-IMG_4761_cropped.jpg,Indiv_19
C:\Users\bapti\Desktop\Master Project\Individual_identification\Dataset\Full_data_set\rasp_splited\Indiv_27\25_06_24-IMG_4244_cropped.jpg,Indiv_27
C:\Users\bapti\Desktop\Master Project\Individual_identification\Dataset\Full_data_set\rasp_splited\Indiv_20\30_08_24-IMG_6458_cropped.jpg,Indiv_20
C:\Users\bapti\Desktop\Master Project\Individual_identification\Dataset\Full_data_set\rasp_splited\Indiv_36\30_08_24-IMG_6756_cropped.jpg,Indiv_36
C:\Users\bapti\Desktop\Master Project\Individual_identification\Dataset\Full_data_set\rasp_splited\Indiv_50\24_10_24-IMG_8691_cropped.jpg,Indiv_50
C:\Users\bapti\Desktop\Master Project\Individual_identification\Dataset\Full_data_set\rasp_splited\Indiv_26\25_06_24-IMG_3905_cropped.jpg,Indiv_26
C:\Users\bapti\Desktop\Master Project\Individual_identification\Dataset\Full_data_set\rasp_splited\Indiv_01\18_09_24-IMG_6941_cropped.jpg,Indiv_01
C:\Users\bapti\Desktop\Master Project\Individual_identification\Dataset\Full_data_set\rasp_splited\Indiv_37\24_10_24-IMG_8513_cropped.jpg,Indiv_37
C:\Users\bapti\Desktop\Master Project\Individual_identification\Dataset\Full_data_set\rasp_splited\Indiv_21\18_09_24-IMG_7149_cropped.jpg,Indiv_21
C:\Users\bapti\Desktop\Master Project\Individual_identification\Dataset\Full_data_set\rasp_splited\Indiv_21\01_11_24-IMG_8932_cropped.jpg,Indiv_21
C:\Users\bapti\Desktop\Master Project\Individual_identification\Dataset\Full_data_set\rasp_splited\Indiv_40\18_09_24-IMG_7595_cropped.jpg,Indiv_40
C:\Users\bapti\Desktop\Master Project\Individual_identification\Dataset\Full_data_set\rasp_splited\Indiv_41\18_09_24-IMG_7634_cropped.jpg,Indiv_41
C:\Users\bapti\Desktop\Master Project\Individual_identification\Dataset\Full_data_set\rasp_splited\Indiv_61\24_10_24-IMG_8801_cropped.jpg,Indiv_61
C:\Users\bapti\Desktop\Master Project\Individual_identification\Dataset\Full_data_set\rasp_splited\Indiv_01\30_08_24-IMG_6102_cropped.jpg,Indiv_01
C:\Users\bapti\Desktop\Master Project\Individual_identification\Dataset\Full_data_set\rasp_splited\Indiv_02\30_08_24-IMG_6159_cropped.jpg,Indiv_02
C:\Users\bapti\Desktop\Master Project\Individual_identification\Dataset\Full_data_set\rasp_splited\Indiv_38\18_09_24-IMG_7471_cropped.jpg,Indiv_38
C:\Users\bapti\Desktop\Master Project\Individual_identification\Dataset\Full_data_set\rasp_splited\Indiv_24\15_07_24-IMG_4685_cropped.jpg,Indiv_24
C:\Users\bapti\Desktop\Master Project\Individual_identification\Dataset\Full_data_set\rasp_splited\Indiv_31\18_09_24-IMG_7405_cropped.jpg,Indiv_31
C:\Users\bapti\Desktop\Master Project\Individual_identification\Dataset\Full_data_set\rasp_splited\Indiv_52\24_10_24-IMG_8713_cropped.jpg,Indiv_52
C:\Users\bapti\Desktop\Master Project\Individual_identification\Dataset\Full_data_set\rasp_splited\Indiv_22\15_07_24-IMG_4739_cropped.jpg,Indiv_22
C:\Users\bapti\Desktop\Master Project\Individual_identification\Dataset\Full_data_set\rasp_splited\Indiv_51\19_09_24-IMG_7779_cropped.jpg,Indiv_51
C:\Users\bapti\Desktop\Master Project\Individual_identification\Dataset\Full_data_set\rasp_splited\Indiv_30\24_10_24-IMG_8384_cropped.jpg,Indiv_30
C:\Users\bapti\Desktop\Master Project\Individual_identification\Dataset\Full_data_set\rasp_splited\Indiv_26\30_08_24-IMG_6484_cropped.jpg,Indiv_26
C:\Users\bapti\Desktop\Master Project\Individual_identification\Dataset\Full_data_set\rasp_splited\Indiv_46\15_07_24-IMG_5327_cropped.jpg,Indiv_46
C:\Users\bapti\Desktop\Master Project\Individual_identification\Dataset\Full_data_set\rasp_splited\Indiv_18\30_08_24-IMG_6379_cropped.jpg,Indiv_18
C:\Users\bapti\Desktop\Master Project\Individual_identification\Dataset\Full_data_set\rasp_splited\Indiv_38\15_07_24-IMG_5165_cropped.jpg,Indiv_38
C:\Users\bapti\Desktop\Master Project\Individual_identification\Dataset\Full_data_set\rasp_splited\Indiv_51\24_10_24-IMG_8742_cropped.jpg,Indiv_51
C:\Users\bapti\Desktop\Master Project\Individual_identification\Dataset\Full_data_set\rasp_splited\Indiv_01\07_12_24-IMG_0015_cropped.jpg,Indiv_01
C:\Users\bapti\Desktop\Master Project\Individual_identification\Dataset\Full_data_set\rasp_splited\Indiv_16\18_09_24-IMG_7222_cropped.jpg,Indiv_16
C:\Users\bapti\Desktop\Master Project\Individual_identification\Dataset\Full_data_set\rasp_splited\Indiv_16\25_06_24-IMG_4185_cropped.jpg,Indiv_16
C:\Users\bapti\Desktop\Master Project\Individual_identification\Dataset\Full_data_set\rasp_splited\Indiv_37\07_12_24-IMG_0327_cropped.jpg,Indiv_37
C:\Users\bapti\Desktop\Master Project\Individual_identification\Dataset\Full_data_set\rasp_splited\Indiv_17\18_09_24-IMG_7162_cropped.jpg,Indiv_17
C:\Users\bapti\Desktop\Master Project\Individual_identification\Dataset\Full_data_set\rasp_splited\Indiv_23\18_09_24-IMG_6981_cropped.jpg,Indiv_23
C:\Users\bapti\Desktop\Master Project\Individual_identification\Dataset\Full_data_set\rasp_splited\Indiv_15\07_12_24-IMG_0201_cropped.jpg,Indiv_15
C:\Users\bapti\Desktop\Master Project\Individual_identification\Dataset\Full_data_set\rasp_splited\Indiv_23\18_09_24-IMG_6970_cropped.jpg,Indiv_23
C:\Users\bapti\Desktop\Master Project\Individual_identification\Dataset\Full_data_set\rasp_splited\Indiv_27\25_06_24-IMG_4213_cropped.jpg,Indiv_27
C:\Users\bapti\Desktop\Master Project\Individual_identification\Dataset\Full_data_set\rasp_splited\Indiv_03\18_09_24-IMG_6919_cropped.jpg,Indiv_03
C:\Users\bapti\Desktop\Master Project\Individual_identification\Dataset\Full_data_set\rasp_splited\Indiv_59\19_09_24-IMG_7910_cropped.jpg,Indiv_59
C:\Users\bapti\Desktop\Master Project\Individual_identification\Dataset\Full_data_set\rasp_splited\Indiv_57\19_09_24-IMG_7844_cropped.jpg,Indiv_57
C:\Users\bapti\Desktop\Master Project\Individual_identification\Dataset\Full_data_set\rasp_splited\Indiv_25\01_11_24-IMG_8970_cropped.jpg,Indiv_25
C:\Users\bapti\Desktop\Master Project\Individual_identification\Dataset\Full_data_set\rasp_splited\Indiv_31\30_08_24-IMG_6603_cropped.jpg,Indiv_31
C:\Users\bapti\Desktop\Master Project\Individual_identification\Dataset\Full_data_set\rasp_splited\Indiv_03\30_08_24-IMG_6147_cropped.jpg,Indiv_03
C:\Users\bapti\Desktop\Master Project\Individual_identification\Dataset\Full_data_set\rasp_splited\Indiv_02\15_07_24-IMG_4331_cropped.jpg,Indiv_02
C:\Users\bapti\Desktop\Master Project\Individual_identification\Dataset\Full_data_set\rasp_splited\Indiv_24\15_07_24-IMG_4696_cropped.jpg,Indiv_24
C:\Users\bapti\Desktop\Master Project\Individual_identification\Dataset\Full_data_set\rasp_splited\Indiv_01\15_07_24-IMG_4366_cropped.jpg,Indiv_01
C:\Users\bapti\Desktop\Master Project\Individual_identification\Dataset\Full_data_set\rasp_splited\Indiv_16\25_06_24-IMG_4176_cropped.jpg,Indiv_16
C:\Users\bapti\Desktop\Master Project\Individual_identification\Dataset\Full_data_set\rasp_splited\Indiv_01\18_09_24-IMG_6967_cropped.jpg,Indiv_01
C:\Users\bapti\Desktop\Master Project\Individual_identification\Dataset\Full_data_set\rasp_splited\Indiv_32\18_09_24-IMG_7359_cropped.jpg,Indiv_32
C:\Users\bapti\Desktop\Master Project\Individual_identification\Dataset\Full_data_set\rasp_splited\Indiv_27\25_06_24-IMG_4241_cropped.jpg,Indiv_27
C:\Users\bapti\Desktop\Master Project\Individual_identification\Dataset\Full_data_set\rasp_splited\Indiv_41\18_09_24-IMG_7631_cropped.jpg,Indiv_41
C:\Users\bapti\Desktop\Master Project\Individual_identification\Dataset\Full_data_set\rasp_splited\Indiv_16\15_07_24-IMG_4455_cropped.jpg,Indiv_16
C:\Users\bapti\Desktop\Master Project\Individual_identification\Dataset\Full_data_set\rasp_splited\Indiv_27\30_08_24-IMG_6528_cropped.jpg,Indiv_27
C:\Users\bapti\Desktop\Master Project\Individual_identification\Dataset\Full_data_set\rasp_splited\Indiv_25\25_06_24-IMG_3947_cropped.jpg,Indiv_25
C:\Users\bapti\Desktop\Master Project\Individual_identification\Dataset\Full_data_set\rasp_splited\Indiv_24\24_10_24-IMG_8090_cropped.jpg,Indiv_24
C:\Users\bapti\Desktop\Master Project\Individual_identification\Dataset\Full_data_set\rasp_splited\Indiv_15\24_10_24-IMG_8177_cropped.jpg,Indiv_15
C:\Users\bapti\Desktop\Master Project\Individual_identification\Dataset\Full_data_set\rasp_splited\Indiv_31\30_08_24-IMG_6593_cropped.jpg,Indiv_31
C:\Users\bapti\Desktop\Master Project\Individual_identification\Dataset\Full_data_set\rasp_splited\Indiv_28\15_07_24-IMG_4834_cropped.jpg,Indiv_28
C:\Users\bapti\Desktop\Master Project\Individual_identification\Dataset\Full_data_set\rasp_splited\Indiv_24\01_11_24-IMG_8997_cropped.jpg,Indiv_24
C:\Users\bapti\Desktop\Master Project\Individual_identification\Dataset\Full_data_set\rasp_splited\Indiv_46\15_07_24-IMG_5323_cropped.jpg,Indiv_46
C:\Users\bapti\Desktop\Master Project\Individual_identification\Dataset\Full_data_set\rasp_splited\Indiv_35\15_07_24-IMG_5089_cropped.jpg,Indiv_35
C:\Users\bapti\Desktop\Master Project\Individual_identification\Dataset\Full_data_set\rasp_splited\Indiv_30\30_08_24-IMG_6578_cropped.jpg,Indiv_30
C:\Users\bapti\Desktop\Master Project\Individual_identification\Dataset\Full_data_set\rasp_splited\Indiv_28\15_07_24-IMG_4835_cropped.jpg,Indiv_28
C:\Users\bapti\Desktop\Master Project\Individual_identification\Dataset\Full_data_set\rasp_splited\Indiv_02\18_09_24-IMG_6903_cropped.jpg,Indiv_02
C:\Users\bapti\Desktop\Master Project\Individual_identification\Dataset\Full_data_set\rasp_splited\Indiv_24\07_12_24-IMG_0221_cropped.jpg,Indiv_24
C:\Users\bapti\Desktop\Master Project\Individual_identification\Dataset\Full_data_set\rasp_splited\Indiv_01\07_12_24-IMG_0009_cropped.jpg,Indiv_01
C:\Users\bapti\Desktop\Master Project\Individual_identification\Dataset\Full_data_set\rasp_splited\Indiv_34\15_07_24-IMG_5019_cropped.jpg,Indiv_34
C:\Users\bapti\Desktop\Master Project\Individual_identification\Dataset\Full_data_set\rasp_splited\Indiv_31\18_09_24-IMG_7369_cropped.jpg,Indiv_31
C:\Users\bapti\Desktop\Master Project\Individual_identification\Dataset\Full_data_set\rasp_splited\Indiv_41\07_12_24-IMG_0428_cropped.jpg,Indiv_41
C:\Users\bapti\Desktop\Master Project\Individual_identification\Dataset\Full_data_set\rasp_splited\Indiv_17\15_07_24-IMG_4802_cropped.jpg,Indiv_17
C:\Users\bapti\Desktop\Master Project\Individual_identification\Dataset\Full_data_set\rasp_splited\Indiv_46\15_07_24-IMG_5331_cropped.jpg,Indiv_46
C:\Users\bapti\Desktop\Master Project\Individual_identification\Dataset\Full_data_set\rasp_splited\Indiv_32\24_10_24-IMG_8367_cropped.jpg,Indiv_32
C:\Users\bapti\Desktop\Master Project\Individual_identification\Dataset\Full_data_set\rasp_splited\Indiv_38\30_08_24-IMG_6711_cropped.jpg,Indiv_38
C:\Users\bapti\Desktop\Master Project\Individual_identification\Dataset\Full_data_set\rasp_splited\Indiv_02\15_07_24-IMG_4336_cropped.jpg,Indiv_02
C:\Users\bapti\Desktop\Master Project\Individual_identification\Dataset\Full_data_set\rasp_splited\Indiv_14\25_06_24-IMG_4029_cropped.jpg,Indiv_14
C:\Users\bapti\Desktop\Master Project\Individual_identification\Dataset\Full_data_set\rasp_splited\Indiv_37\15_07_24-IMG_5139_cropped.jpg,Indiv_37
C:\Users\bapti\Desktop\Master Project\Individual_identification\Dataset\Full_data_set\rasp_splited\Indiv_40\25_06_24-IMG_3220_cropped.jpg,Indiv_40
C:\Users\bapti\Desktop\Master Project\Individual_identification\Dataset\Full_data_set\rasp_splited\Indiv_21\24_10_24-IMG_8035_cropped.jpg,Indiv_21
C:\Users\bapti\Desktop\Master Project\Individual_identification\Dataset\Full_data_set\rasp_splited\Indiv_23\15_07_24-IMG_4607_cropped.jpg,Indiv_23
C:\Users\bapti\Desktop\Master Project\Individual_identification\Dataset\Full_data_set\rasp_splited\Indiv_57\24_10_24-IMG_8762_cropped.jpg,Indiv_57
C:\Users\bapti\Desktop\Master Project\Individual_identification\Dataset\Full_data_set\rasp_splited\Indiv_26\25_06_24-IMG_3891_cropped.jpg,Indiv_26
C:\Users\bapti\Desktop\Master Project\Individual_identification\Dataset\Full_data_set\rasp_splited\Indiv_22\15_07_24-IMG_4726_cropped.jpg,Indiv_22
C:\Users\bapti\Desktop\Master Project\Individual_identification\Dataset\Full_data_set\rasp_splited\Indiv_10\25_06_24-IMG_3745_cropped.jpg,Indiv_10
C:\Users\bapti\Desktop\Master Project\Individual_identification\Dataset\Full_data_set\rasp_splited\Indiv_05\25_06_24-IMG_3728_cropped.jpg,Indiv_05
C:\Users\bapti\Desktop\Master Project\Individual_identification\Dataset\Full_data_set\rasp_splited\Indiv_31\18_09_24-IMG_7382_cropped.jpg,Indiv_31
C:\Users\bapti\Desktop\Master Project\Individual_identification\Dataset\Full_data_set\rasp_splited\Indiv_35\15_07_24-IMG_5050_cropped.jpg,Indiv_35
C:\Users\bapti\Desktop\Master Project\Individual_identification\Dataset\Full_data_set\rasp_splited\Indiv_18\24_10_24-IMG_8165_cropped.jpg,Indiv_18
C:\Users\bapti\Desktop\Master Project\Individual_identification\Dataset\Full_data_set\rasp_splited\Indiv_26\15_07_24-IMG_4780_cropped.jpg,Indiv_26
C:\Users\bapti\Desktop\Master Project\Individual_identification\Dataset\Full_data_set\rasp_splited\Indiv_36\18_09_24-IMG_7503_cropped.jpg,Indiv_36
C:\Users\bapti\Desktop\Master Project\Individual_identification\Dataset\Full_data_set\rasp_splited\Indiv_03\07_12_24-IMG_0039_cropped.jpg,Indiv_03
C:\Users\bapti\Desktop\Master Project\Individual_identification\Dataset\Full_data_set\rasp_splited\Indiv_40\07_12_24-IMG_0445_cropped.jpg,Indiv_40
C:\Users\bapti\Desktop\Master Project\Individual_identification\Dataset\Full_data_set\rasp_splited\Indiv_31\25_06_24-IMG_3529_cropped.jpg,Indiv_31
C:\Users\bapti\Desktop\Master Project\Individual_identification\Dataset\Full_data_set\rasp_splited\Indiv_20\01_11_24-IMG_8881_cropped.jpg,Indiv_20
C:\Users\bapti\Desktop\Master Project\Individual_identification\Dataset\Full_data_set\rasp_splited\Indiv_36\18_09_24-IMG_7499_cropped.jpg,Indiv_36
C:\Users\bapti\Desktop\Master Project\Individual_identification\Dataset\Full_data_set\rasp_splited\Indiv_25\07_12_24-IMG_0164_cropped.jpg,Indiv_25
C:\Users\bapti\Desktop\Master Project\Individual_identification\Dataset\Full_data_set\rasp_splited\Indiv_23\30_08_24-IMG_6501_cropped.jpg,Indiv_23
C:\Users\bapti\Desktop\Master Project\Individual_identification\Dataset\Full_data_set\rasp_splited\Indiv_34\15_07_24-IMG_5021_cropped.jpg,Indiv_34
C:\Users\bapti\Desktop\Master Project\Individual_identification\Dataset\Full_data_set\rasp_splited\Indiv_24\24_10_24-IMG_8095_cropped.jpg,Indiv_24
C:\Users\bapti\Desktop\Master Project\Individual_identification\Dataset\Full_data_set\rasp_splited\Indiv_36\07_12_24-IMG_0372_cropped.jpg,Indiv_36
C:\Users\bapti\Desktop\Master Project\Individual_identification\Dataset\Full_data_set\rasp_splited\Indiv_24\24_10_24-IMG_8064_cropped.jpg,Indiv_24
C:\Users\bapti\Desktop\Master Project\Individual_identification\Dataset\Full_data_set\rasp_splited\Indiv_23\25_06_24-IMG_3920_cropped.jpg,Indiv_23
C:\Users\bapti\Desktop\Master Project\Individual_identification\Dataset\Full_data_set\rasp_splited\Indiv_21\24_10_24-IMG_8056_cropped.jpg,Indiv_21
C:\Users\bapti\Desktop\Master Project\Individual_identification\Dataset\Full_data_set\rasp_splited\Indiv_25\18_09_24-IMG_7026_cropped.jpg,Indiv_25
C:\Users\bapti\Desktop\Master Project\Individual_identification\Dataset\Full_data_set\rasp_splited\Indiv_22\24_10_24-IMG_8113_cropped.jpg,Indiv_22
C:\Users\bapti\Desktop\Master Project\Individual_identification\Dataset\Full_data_set\rasp_splited\Indiv_39\15_07_24-IMG_5278_cropped.jpg,Indiv_39
C:\Users\bapti\Desktop\Master Project\Individual_identification\Dataset\Full_data_set\rasp_splited\Indiv_03\30_08_24-IMG_6135_cropped.jpg,Indiv_03
C:\Users\bapti\Desktop\Master Project\Individual_identification\Dataset\Full_data_set\rasp_splited\Indiv_41\15_07_24-IMG_5245_cropped.jpg,Indiv_41
C:\Users\bapti\Desktop\Master Project\Individual_identification\Dataset\Full_data_set\rasp_splited\Indiv_32\18_09_24-IMG_7346_cropped.jpg,Indiv_32
C:\Users\bapti\Desktop\Master Project\Individual_identification\Dataset\Full_data_set\rasp_splited\Indiv_15\15_07_24-IMG_4487_cropped.jpg,Indiv_15
C:\Users\bapti\Desktop\Master Project\Individual_identification\Dataset\Full_data_set\rasp_splited\Indiv_22\24_10_24-IMG_8117_cropped.jpg,Indiv_22
C:\Users\bapti\Desktop\Master Project\Individual_identification\Dataset\Full_data_set\rasp_splited\Indiv_20\07_12_24-IMG_0167_cropped.jpg,Indiv_20
C:\Users\bapti\Desktop\Master Project\Individual_identification\Dataset\Full_data_set\rasp_splited\Indiv_56\19_09_24-IMG_7852_cropped.jpg,Indiv_56
C:\Users\bapti\Desktop\Master Project\Individual_identification\Dataset\Full_data_set\rasp_splited\Indiv_42\24_10_24-IMG_8584_cropped.jpg,Indiv_42
